index,location,peak_date,n_peak,peak_magnitude,peak_magnitude_norm,cluster_fd_km,cluster_fd_agg,cluster_fd_jenks,cluster_sturges_jenks,cluster_scott_jenks,mask_use,mobility,vaccination_1_dose,vaccination_full,iso_code,continent,total_cases,new_cases_smoothed,total_deaths,new_deaths_smoothed,total_cases_per_million,new_cases_per_million,new_cases_smoothed_per_million,total_deaths_per_million,new_deaths_per_million,new_deaths_smoothed_per_million,reproduction_rate,icu_patients,icu_patients_per_million,hosp_patients,hosp_patients_per_million,weekly_icu_admissions,weekly_icu_admissions_per_million,weekly_hosp_admissions,weekly_hosp_admissions_per_million,total_tests,new_tests,total_tests_per_thousand,new_tests_per_thousand,new_tests_smoothed,new_tests_smoothed_per_thousand,positive_rate,tests_per_case,tests_units,total_vaccinations,people_vaccinated,people_fully_vaccinated,total_boosters,new_vaccinations,new_vaccinations_smoothed,total_vaccinations_per_hundred,people_vaccinated_per_hundred,people_fully_vaccinated_per_hundred,total_boosters_per_hundred,new_vaccinations_smoothed_per_million,new_people_vaccinated_smoothed,new_people_vaccinated_smoothed_per_hundred,stringency_index,population,population_density,median_age,aged_65_older,aged_70_older,gdp_per_capita,extreme_poverty,cardiovasc_death_rate,diabetes_prevalence,female_smokers,male_smokers,handwashing_facilities,hospital_beds_per_thousand,life_expectancy,human_development_index,excess_mortality_cumulative_absolute,excess_mortality_cumulative,excess_mortality,excess_mortality_cumulative_per_million
1419,Iran,2021-08-13,3,37462.4072246379,4.40585129368438,23,23,8,2,3,47.65,5,14578091,3854354,IRN,Asia,4359385,38102,96742,522286,51269535,460068,448107,1137756,6198,6142,1.11,,,,,,,,,26984630,94633,317359,1113,97015,1141,0.3927,2.5,tests performed,,,,,,534642,,,,,6288,411111,483,68.06,85028760,49831,32.4,5.44,3182,19082.62,0.2,270308,9.59,0.8,21.1,,1.5,76.68,783,,,,
1420,Iran,2022-02-07,4,30903.1802880967,3.63443854621621,12,17,7,2,3,42.42,17,61285990,54561630,IRN,Asia,6619085,35130143,132934,68571,77845249,468.3,413156,1563.4,1223,806,1.36,,,,,,,,,45505835,,535182,,102338,1204,0.3433,2.9,tests performed,135705646,61170578,54561630,19973438,440974,500479,159.6,71.94,64.17,23.49,5886,57163,67,62.04,85028760,49831,32.4,5.44,3182,19082.62,0.2,270308,9.59,0.8,21.1,,1.5,76.68,783,,,,
1472,Italy,2020-11-12,1,33807.3852112154,5.60026528380084,25,4,10,3,4,92.76,-40,,,ITA,Europe,1066401,34503143,43589,485286,17665159,629097,571552,722061,10535,8039,1.12,3170,52512,33043,547364,,,17422,288599,18200508,234672,301495,3887,211837,3509,0.1629,6.1,tests performed,,,,,,,,,,,,,,82.41,60367471,205859,47.9,23021,16.24,35220084,2,113151,4.78,19.8,27.8,,3.18,83.51,892,,,,
1476,Italy,2022-01-15,2,174302.665690802,28.8736073921006,14,26,25,7,9,83.66,-22,49685652,45349922,ITA,Europe,8549450,181164714,140856,282143,141623458,3196026,3001032,2333.31,5102,4674,1.16,1677,27.78,20047,332083,1030,17062,11304,187253,154869351,1217830,2565444,20174,1100489,18.23,0.1646,6.1,tests performed,120062801,49426408,45349268,26792603,700393,663990,198.89,81.88,75.12,44.38,10999,78440,0.13,73.15,60367471,205859,47.9,23021,16.24,35220084,2,113151,4.78,19.8,27.8,,3.18,83.51,892,,,,
1483,Jamaica,2020-09-21,1,155.751892736627,0.523806568695437,29,13,2,1,1,74.87,-27,,,JAM,North America,5143,172857,70,3714,1729634,52128,58133,23542,1009,1249,1.13,,,,,,,,,73475,577,24.71,194,719,242,0.2404,4.2,samples tested,,,,,,,,,,,,,,75,2973462,266879,31.4,9684,6.39,8193571,,206537,11.28,5.3,28.6,66425,1.7,74.47,734,,,,
1486,Jamaica,2021-03-14,2,619.771282130987,2.08434236634262,1,12,4,2,2,75.84,-29,12099,0,JAM,North America,30499,639,485,4571,10257067,197413,214901,163.11,336,1537,1.15,,,,,,,,,,,,,2305,775,0.2772,3.6,samples tested,12099,12099,,,,2420,0.41,0.41,,,814,2420,81,71.3,2973462,266879,31.4,9684,6.39,8193571,,206537,11.28,5.3,28.6,66425,1.7,74.47,734,,,,
1487,Jamaica,2021-09-01,3,675.466047310219,2.27164849360852,1,7,5,2,2,77.03,-7,411755,145171,JAM,North America,68482,664429,1549,16857,23031066,118044,223453,520942,10426,5669,1.11,,,,,,,,,550980,1685,185299,567,1805,607,0.3681,2.7,samples tested,550010,409492,145171,,7122,7576,18.5,13.77,4.88,,2548,7365,248,74.07,2973462,266879,31.4,9684,6.39,8193571,,206537,11.28,5.3,28.6,66425,1.7,74.47,734,,,,
1488,Jamaica,2022-01-14,4,1250.21018817475,4.2045608390985,23,23,8,2,3,77.03,-5,731104,592407,JAM,North America,108983,1360,2517,4,36651889,424421,457379,846488,1009,1345,1.38,,,,,,,,,749891,,252195,,3261,1097,417,2.4,samples tested,1256326,728841,592407,13362,,3627,42.25,24.51,19.92,0.45,1220,1228,41,74.07,2973462,266879,31.4,9684,6.39,8193571,,206537,11.28,5.3,28.6,66425,1.7,74.47,734,,,,
1489,Jamaica,2022-05-29,5,290.371781437035,0.976544450331079,21,6,3,1,1,77.03,8,794824,717076,JAM,North America,136313,236143,3049,2429,45843196,218.6,79417,1025404,1682,817,1.24,,,,,,,,,,,,,2777,934,85,11.8,samples tested,1436924,800269,697918,40400,,588,48.32,26.91,23.47,1.36,198,285,0.01,11.11,2973462,266879,31.4,9684,6.39,8193571,,206537,11.28,5.3,28.6,66425,1.7,74.47,734,,,,
1494,Japan,2021-08-22,1,21644.4661274517,1.71712252633864,32,12,4,1,2,92.95,-29,66849648,51775600,JPN,Asia,1308422,22649714,15636,32286,10380117,177.27,179687,124045,0.19,256,1.2,,,,,,,,,19680108,55312,156128,439,111991,888,0.2022,4.9,people tested,125828811,69829965,55998846,,1250534,1251743,99.82,55.4,44.43,,9930,586258,465,52.31,126050796,347778,48.2,27049,18493,39002223,,79.37,5.72,11.2,33.7,,13.05,84.63,919,,,,
1495,Japan,2022-02-07,2,88059.3156617201,6.98601821298456,6,2,11,3,4,92.55,-27,101759607,95654031,JPN,Asia,3377378,91274,19454,91714,26793786,538981,724105,154335,896,728,1.23,,,,,,,,,33773142,316989,267933,2515,227752,1807,0.4008,2.5,people tested,212787114,101647749,100148693,10990672,808497,697228,168.81,80.64,79.45,8.72,5531,13448,11,47.22,126050796,347778,48.2,27049,18493,39002223,,79.37,5.72,11.2,33.7,,13.05,84.63,919,,,,
1502,Jordan,2020-11-16,1,5157.32987348566,5.02222107761154,31,4,9,3,4,61.37,-11,,,JOR,Asia,149539,4936143,1843,78286,14562146,570746,480683,179472,6914,7623,1.1,,,,,,,,,2210501,26475,215259,2578,20304,1977,0.2431,4.1,tests performed,,,,,,,,,,,,,,81.48,10269022,109285,23.2,3.81,2361,8337.49,0.1,208257,11.75,,,,1.4,74.53,729,,,,
1503,Jordan,2021-03-19,2,7922.14166109116,7.71460189791312,19,5,12,3,5,69.94,-9,199367,57891,JOR,Asia,521461,8086429,5701,68143,50780006,716134,787458,555165,7206,6636,1.13,,,,,,,,,5403594,38829,526203,3781,42826,4.17,0.1888,5.3,tests performed,,,,,,8876,,,,,864,8386,82,81.48,10269022,109285,23.2,3.81,2361,8337.49,0.1,208257,11.75,,,,1.4,74.53,729,,,,
1508,Jordan,2022-02-09,3,18031.2652211238,17.5588923863673,13,22,20,5,7,48.51,17,4630983,4293498,JOR,Asia,1396430,19349571,13409,23,135984712,2140126,1884266,1305772,2629,2.24,1.19,,,,,,,,,15290191,,1488963,,67043,6529,0.2886,3.5,tests performed,9377901,4630227,4293498,,,15782,91.32,45.09,41.81,,1537,4462,43,34.26,10269022,109285,23.2,3.81,2361,8337.49,0.1,208257,11.75,,,,1.4,74.53,729,,,,
1519,Kazakhstan,2021-07-25,1,11592.0373204556,6.10269173559405,25,2,10,3,4,55.12,8,5144799,3232019,KAZ,Asia,595577,15348857,9077,77,31354478,714084,808049,477864,28376,4054,1.11,,,,,,,,,,,,,,,,,,8359068,5127049,3232019,,90165,101996,44.01,26.99,17.02,,5370,36409,192,62.96,18994958,6681,30.6,6991,4625,24055588,0.1,466792,7.11,7,43.1,98999,6.7,73.6,825,,,,
1520,Kazakhstan,2022-01-21,2,12189.2469925675,6.41709604862906,6,2,11,3,4,53.73,-4,9122522,8575170,KAZ,Asia,1217538,13798571,18357,9143,64097957,798.58,726433,966414,369,481,1.45,,,,,,,,,,,,,,,,,,17772417,9104772,8667645,,23525,18444,93.56,47.93,45.63,,971,8494,45,76.85,18994958,6681,30.6,6991,4625,24055588,0.1,466792,7.11,7,43.1,98999,6.7,73.6,825,,,,
1524,Kenya,2020-08-01,1,635.934343440476,0.1156544920424,8,32,1,1,1,64.92,-17,,,KEN,Africa,21363,674286,364,12286,388519,13222,12263,6.62,418,223,1.12,,,,,,,,,310330,6371,5644,116,5675,103,0.1188,8.4,tests performed,,,,,,,,,,,,,,75.93,54985702,87324,20,2686,1528,2993028,36.8,218637,2.92,1.2,20.4,24651,1.4,66.7,601,,,,
1525,Kenya,2020-11-12,2,1027.97872849384,0.186953824558581,8,32,1,1,1,60.2,2,,,KEN,Africa,66723,1018286,1203,18714,1213461,16713,18519,21878,418,0.34,1.07,,,,,,,,,,,,,6253,114,0.1628,6.1,tests performed,,,,,,,,,,,,,,51.85,54985702,87324,20,2686,1528,2993028,36.8,218637,2.92,1.2,20.4,24651,1.4,66.7,601,,,,
1527,Kenya,2021-03-27,3,1245.27963931452,0.226473354712198,8,13,1,1,1,63.4,5,104626,42,KEN,Africa,129330,1309571,2104,15714,2352066,20951,23817,38264,109,286,1.17,,,,,,,,,,,,,6092,111,215,4.7,tests performed,,,,,,9389,,,,,171,9389,17,56.02,54985702,87324,20,2686,1528,2993028,36.8,218637,2.92,1.2,20.4,24651,1.4,66.7,601,,,,
1530,Kenya,2021-08-12,4,1225.45423250516,0.222867797978675,8,13,1,1,1,67.81,30,1192418,729667,KEN,Africa,217276,1287714,4273,30857,3951.5,28116,23419,77711,582,561,1.14,,,,,,,,,,,,,5431,99,0.2371,4.2,tests performed,1922085,1192418,729667,,40097,24546,3.5,2.17,1.33,,446,16659,0.03,72.22,54985702,87324,20,2686,1528,2993028,36.8,218637,2.92,1.2,20.4,24651,1.4,66.7,601,,,,
1531,Kenya,2021-12-27,5,2359.07361607105,0.429034008890357,29,13,2,1,1,54.72,61,6026414,3957505,KEN,Africa,284150,2774714,5364,1571,5167707,29026,50462,97553,55,29,1.43,,,,,,,,,,,,,7836,143,0.3541,2.8,tests performed,9629145,,3957505,,35035,79535,17.51,,7.2,,1446,10694,19,55.56,54985702,87324,20,2686,1528,2993028,36.8,218637,2.92,1.2,20.4,24651,1.4,66.7,601,,,,
1557,Kuwait,2021-06-30,1,1742.50866803555,4.02561472167616,12,17,7,2,3,72.76,16,1667658,888361,KWT,Asia,356687,1698286,1969,10714,82403288,424.16,392345,454886,1848,2475,1.03,,,,,,,,,2976536,14887,687652,3439,13855,3201,0.1226,8.2,tests performed,,,,,,11572,,,,,2673,8291,192,60.19,4328553,232128,33.7,2345,1114,65530537,,132235,15.84,2.7,37,,2,75.49,806,,,,
1559,Kuwait,2022-01-29,2,5621.37610179432,12.9867327529415,3,1,17,4,6,57.64,22,3419874,3214682,KWT,Asia,534062,5850714,2494,1286,123381185,1341788,1351656,576174,462,297,1.15,,,,,,,,,6853435,31198,1583309,7207,31332,7238,0.1867,5.4,tests performed,,,,,,12237,,,,,2827,1219,28,49.07,4328553,232128,33.7,2345,1114,65530537,,132235,15.84,2.7,37,,2,75.49,806,,,,
1591,Latvia,2022-02-14,1,9630.70573971243,51.5856786566233,17,8,30,9,11,39.87,-27,1344936,1264240,LVA,Europe,522766,9859286,5029,9857,280013112,2219682,5281004,2693721,2678,5.28,1.1,,,1145,613305,,,,,6373017,9431,3413627,5052,23618,12651,0.4174,2.4,tests performed,2831332,1340196,1294777,481175,1944,2757,151.66,71.79,69.35,25.77,1477,172,9,54.63,1866934,31212,43.9,19754,14136,25063846,0.7,350.06,4.91,25.6,51,,5.57,75.29,866,,,,
